female,white,black,hisp,asian,married,age,collegeS,collegeM,collegeD,calc,books,mathLike,income,big5O,big5C,big5E,big5A,big5N,AMAS,BDI,MCS,GSES,vocabPre,mathPre,vocabPost,mathPost,MCSpost,mathGrp,mathSel,logAge,logBooks,logBDI
1,1,0,0,0,1,69,0,1,1,0,15,0,1,20,25,25,12,29,28,16,7,17,24,9,23,8,9,0,0,4.234106505,2.772588722,2.772588722
0,0,1,0,0,1,32,1,1,0,1,10,0,1,22,17,25,19,27,30,13,12,18,17,7,16,8,17,1,0,3.465735903,2.397895273,2.564949357
1,0,0,1,0,0,42,0,0,0,0,5,0,0,22,29,29,15,14,17,35,11,19,15,8,20,7,13,0,0,3.737669618,1.791759469,3.555348061
1,1,0,0,0,1,63,1,0,0,1,10,0,1,16,23,34,36,14,21,27,13,12,22,12,22,10,19,1,0,4.143134726,2.397895273,3.295836866
1,1,0,0,0,1,58,0,0,0,0,15,1,1,27,9,17,17,28,11,13,6,17,11,6,13,7,6,1,0,4.060443011,2.772588722,2.564949357
0,1,0,0,0,0,28,0,0,0,0,0,1,0,33,27,25,27,29,9,16,18,12,8,4,7,4,18,0,1,3.33220451,0,2.772588722
0,1,0,1,0,0,36,0,0,0,0,5,0,1,19,13,22,11,38,20,13,8,21,19,5,21,7,8,0,0,3.583518938,1.791759469,2.564949357
0,1,0,0,0,0,33,1,0,0,1,5,1,1,33,20,31,16,36,13,14,17,18,14,11,16,13,18,1,0,3.496507561,1.791759469,2.63905733
0,0,0,0,1,0,56,1,0,1,1,5,1,1,22,15,21,16,31,17,13,18,18,23,10,22,10,18,0,1,4.025351691,1.791759469,2.564949357
0,1,0,0,0,1,36,1,1,0,0,10,1,1,23,9,13,12,40,13,13,18,23,14,10,18,13,18,0,1,3.583518938,2.397895273,2.564949357
0,1,0,0,0,1,43,1,1,1,1,40,0,1,22,9,34,25,40,9,13,24,24,24,12,24,14,24,1,0,3.761200116,3.713572067,2.564949357
0,1,0,0,0,1,41,1,1,1,0,15,0,1,15,9,27,19,36,14,14,12,22,14,3,20,8,12,0,0,3.713572067,2.772588722,2.63905733
0,1,0,0,0,0,38,0,0,0,1,0,0,0,23,31,28,19,18,23,31,13,13,16,11,15,10,21,1,0,3.63758616,0,3.433987204
1,0,0,1,0,0,33,0,0,0,0,0,0,1,28,10,27,22,27,12,13,12,20,9,3,17,7,14,0,0,3.496507561,0,2.564949357
1,0,1,0,0,1,32,1,1,1,1,60,0,1,16,26,19,19,23,18,16,14,18,18,8,16,12,18,1,0,3.465735903,4.110873864,2.772588722
1,1,0,0,0,0,43,1,1,1,0,10,0,1,14,15,11,16,17,16,13,18,18,14,10,16,9,24,1,1,3.761200116,2.397895273,2.564949357
1,0,0,0,1,1,40,1,0,0,1,0,0,1,25,12,25,9,33,19,13,18,18,19,10,21,10,18,0,0,3.688879454,0,2.564949357
1,1,0,0,0,1,52,1,1,1,0,5,0,1,19,12,28,15,27,21,17,19,19,19,12,21,13,22,0,0,3.951243719,1.791759469,2.833213344
1,1,0,0,0,1,68,0,0,0,0,10,0,0,26,14,11,12,32,30,14,6,18,20,2,12,3,6,0,0,4.219507705,2.397895273,2.63905733
0,1,0,0,0,0,25,0,1,0,1,0,1,1,38,17,29,14,23,22,14,18,18,11,12,15,15,19,1,1,3.218875825,0,2.63905733
1,1,0,0,0,0,67,0,0,0,0,60,0,0,18,15,19,22,38,26,13,6,22,19,6,20,5,6,1,0,4.204692619,4.110873864,2.564949357
1,0,0,1,0,1,48,0,0,0,0,5,0,1,30,9,9,41,19,31,18,6,22,12,4,18,7,6,0,0,3.871201011,1.791759469,2.890371758
1,1,0,0,0,1,28,0,1,0,1,10,1,1,20,25,26,18,26,16,16,24,18,21,9,20,14,24,0,1,3.33220451,2.397895273,2.772588722
1,0,0,1,1,0,35,1,1,1,1,20,0,1,13,15,20,21,26,21,23,12,18,23,9,22,15,17,1,1,3.555348061,3.044522438,3.135494216
1,1,0,0,0,1,53,1,0,1,0,10,0,1,23,15,35,24,25,17,15,12,21,18,11,19,11,12,0,0,3.970291914,2.397895273,2.708050201
1,1,0,0,0,1,37,1,0,1,1,15,0,1,35,11,13,16,20,31,17,15,16,22,10,24,11,18,0,0,3.610917913,2.772588722,2.833213344
1,1,0,0,0,0,34,1,0,0,0,5,1,1,20,17,14,13,35,13,13,16,17,11,11,15,10,16,0,1,3.526360525,1.791759469,2.564949357
1,1,0,0,0,1,46,1,0,0,0,5,0,1,26,13,15,24,29,16,13,16,21,15,5,18,11,17,0,0,3.828641396,1.791759469,2.564949357
1,0,0,0,1,0,44,1,0,1,0,5,0,1,20,9,23,10,36,9,13,12,18,12,9,19,7,12,0,0,3.784189634,1.791759469,2.564949357
1,1,0,0,0,1,40,0,0,1,0,5,1,0,29,16,25,9,32,9,13,13,17,17,6,17,11,19,1,1,3.688879454,1.791759469,2.564949357
1,1,0,0,0,0,28,0,0,0,0,5,0,1,18,23,20,39,23,35,25,12,12,13,3,13,3,11,1,0,3.33220451,1.791759469,3.218875825
1,1,0,0,0,0,44,0,0,0,0,5,0,1,13,9,10,9,40,13,13,10,23,9,3,13,6,12,1,0,3.784189634,1.791759469,2.564949357
0,0,1,0,0,1,34,1,1,1,1,10,1,1,26,18,20,18,30,16,15,24,18,23,10,22,12,24,0,1,3.526360525,2.397895273,2.708050201
0,1,0,0,0,0,44,0,0,0,1,5,0,0,14,12,12,10,34,14,27,19,17,19,8,22,8,20,1,0,3.784189634,1.791759469,3.295836866
1,1,0,0,0,0,58,0,1,1,0,5,0,0,26,27,38,24,9,33,40,18,11,21,10,23,8,18,0,0,4.060443011,1.791759469,3.688879454
1,1,0,0,0,0,69,0,0,1,0,15,0,0,15,11,25,9,26,25,19,14,18,18,6,21,5,18,1,0,4.234106505,2.772588722,2.944438979
0,1,0,0,0,1,46,1,0,0,1,10,1,1,27,10,21,13,25,13,20,24,22,19,11,19,14,24,1,1,3.828641396,2.397895273,2.995732274
1,1,0,0,0,1,54,1,1,1,1,30,0,1,27,22,16,20,30,16,13,13,19,19,11,21,12,14,0,0,3.988984047,3.433987204,2.564949357
0,0,0,1,0,1,35,0,1,0,0,5,0,1,29,26,27,22,25,21,22,11,13,7,3,14,7,6,1,0,3.555348061,1.791759469,3.091042453
0,1,0,0,0,1,28,1,0,1,1,5,0,1,23,16,19,19,28,14,13,22,18,24,12,24,14,22,0,1,3.33220451,1.791759469,2.564949357
0,1,0,0,0,1,60,1,0,0,0,20,0,1,22,14,14,20,21,13,16,7,19,20,4,21,4,7,0,0,4.094344562,3.044522438,2.772588722
0,1,0,0,0,0,50,1,0,0,1,0,1,1,21,11,23,9,35,11,14,23,23,14,12,18,14,23,0,1,3.912023005,0,2.63905733
1,1,0,0,0,0,68,1,1,1,1,20,0,0,18,12,24,20,29,14,13,16,19,21,11,20,12,18,1,1,4.219507705,3.044522438,2.564949357
1,1,0,0,0,0,38,1,0,0,1,25,1,1,31,14,34,26,17,9,14,24,19,20,10,19,15,24,1,1,3.63758616,3.258096538,2.63905733
1,1,0,0,0,1,63,1,0,1,1,10,0,1,14,11,30,16,28,19,13,14,21,20,9,22,13,24,1,0,4.143134726,2.397895273,2.564949357
1,1,0,0,0,1,25,1,0,0,1,10,0,0,29,22,23,32,19,18,13,14,18,13,10,16,10,16,0,0,3.218875825,2.397895273,2.564949357
1,1,0,0,0,1,54,1,0,0,0,5,0,1,32,14,26,11,36,32,13,11,20,9,7,13,6,16,1,0,3.988984047,1.791759469,2.564949357
1,0,1,0,0,0,22,0,0,0,0,0,1,1,26,27,39,33,15,9,28,13,6,13,11,22,11,13,0,0,3.091042453,0,3.33220451
1,0,0,0,1,0,25,1,0,0,1,5,1,1,31,33,33,26,15,12,29,24,12,22,10,18,15,24,0,1,3.218875825,1.791759469,3.36729583
1,1,0,0,0,0,60,0,0,0,0,10,1,0,24,11,31,16,20,14,33,9,20,12,8,20,6,11,0,0,4.094344562,2.397895273,3.496507561
0,1,0,0,0,1,37,1,0,0,0,5,0,1,28,22,34,19,24,16,13,17,18,17,11,17,11,18,1,0,3.610917913,1.791759469,2.564949357
0,1,0,0,0,0,46,1,1,1,1,10,1,0,38,17,39,23,14,21,20,12,13,13,12,21,12,14,0,0,3.828641396,2.397895273,2.995732274
1,1,0,0,0,1,44,1,1,1,1,60,0,1,17,9,11,15,33,11,13,22,22,19,10,17,11,23,1,0,3.784189634,4.110873864,2.564949357
1,1,0,1,0,0,34,0,0,0,0,0,0,0,20,26,38,26,8,21,35,7,7,16,10,17,10,7,1,1,3.526360525,0,3.555348061
1,0,0,1,0,1,39,1,0,0,1,10,1,0,42,14,36,14,22,14,14,23,17,15,12,20,13,23,0,0,3.663561646,2.397895273,2.63905733
0,1,0,0,0,1,53,1,0,0,1,10,1,1,24,9,14,9,35,14,13,17,21,13,11,14,14,18,0,0,3.970291914,2.397895273,2.564949357
1,1,0,0,0,1,36,0,0,0,0,5,0,0,16,23,21,20,24,19,18,14,18,23,11,23,10,16,1,0,3.583518938,1.791759469,2.890371758
1,1,0,1,0,0,22,0,1,1,1,10,0,1,21,24,23,15,16,19,28,18,17,20,12,21,15,18,0,0,3.091042453,2.397895273,3.33220451
0,1,0,0,0,1,50,1,0,0,0,15,1,1,23,10,17,12,37,16,13,24,19,23,11,22,13,24,1,0,3.912023005,2.772588722,2.564949357
1,1,0,1,0,1,31,1,1,1,1,20,0,1,25,14,25,19,24,9,13,18,19,16,8,12,9,18,1,0,3.433987204,3.044522438,2.564949357
1,1,0,0,0,0,45,0,0,0,0,5,0,0,16,19,21,14,33,15,20,7,18,8,5,14,6,7,0,0,3.80666249,1.791759469,2.995732274
1,1,0,0,0,1,38,0,0,1,0,5,0,1,32,19,36,14,8,12,38,6,6,8,5,17,7,6,0,0,3.63758616,1.791759469,3.63758616
0,1,0,0,0,0,53,1,0,1,1,20,0,0,21,26,38,23,18,13,25,20,10,22,12,23,13,24,1,1,3.970291914,3.044522438,3.218875825
0,1,0,0,0,1,62,1,0,1,0,5,0,1,26,14,29,19,27,9,16,13,21,18,8,18,6,15,0,0,4.127134385,1.791759469,2.772588722
0,1,0,0,0,0,37,1,0,0,1,5,1,1,25,9,21,10,26,20,14,13,22,13,4,16,3,20,1,1,3.610917913,1.791759469,2.63905733
0,1,0,0,0,0,33,0,0,0,0,15,0,0,23,22,31,20,19,17,20,11,14,13,6,22,7,11,0,0,3.496507561,2.772588722,2.995732274
0,0,0,1,0,0,24,0,0,0,1,5,1,1,28,26,29,27,23,9,13,24,18,12,11,13,14,24,0,1,3.17805383,1.791759469,2.564949357
1,1,0,0,0,0,41,1,1,1,0,30,0,0,13,27,16,16,11,31,27,6,12,21,4,21,3,8,1,0,3.713572067,3.433987204,3.295836866
0,1,0,0,0,0,38,1,1,0,1,15,1,0,24,13,37,21,15,19,18,20,8,14,11,20,14,20,0,1,3.63758616,2.772588722,2.890371758
0,1,0,1,0,1,53,1,0,0,1,5,0,1,23,16,17,18,33,11,13,24,18,17,11,16,15,24,1,1,3.970291914,1.791759469,2.564949357
1,1,0,0,0,0,65,1,0,0,0,10,0,1,11,9,11,12,34,16,15,14,23,22,8,23,10,13,0,0,4.17438727,2.397895273,2.708050201
0,0,0,1,0,0,34,1,0,0,1,5,0,1,23,23,22,22,26,24,21,12,15,13,10,18,13,12,0,0,3.526360525,1.791759469,3.044522438
0,0,1,0,0,0,27,0,0,0,0,5,0,1,19,11,21,17,26,15,15,13,23,13,7,14,13,12,1,1,3.295836866,1.791759469,2.708050201
1,1,0,0,0,1,64,1,0,0,1,10,1,1,16,11,33,22,29,15,13,17,18,15,10,18,9,17,0,1,4.158883083,2.397895273,2.564949357
0,1,0,0,0,1,39,1,0,0,1,60,1,1,22,18,20,23,28,22,14,24,17,11,12,9,14,24,0,1,3.663561646,4.110873864,2.63905733
1,1,0,0,0,1,57,0,0,0,0,10,0,1,47,38,37,28,8,21,35,13,6,22,9,23,7,15,0,1,4.043051268,2.397895273,3.555348061
0,1,0,0,0,1,61,1,0,0,0,5,0,1,24,13,14,20,34,19,13,6,18,20,5,14,5,12,1,0,4.110873864,1.791759469,2.564949357
0,1,0,0,0,1,62,1,0,0,1,15,1,1,17,10,17,14,38,19,14,15,22,17,7,19,6,16,0,0,4.127134385,2.772588722,2.63905733
0,1,0,0,0,0,54,1,1,0,1,40,0,1,42,19,34,27,17,18,31,24,10,16,9,21,14,24,0,0,3.988984047,3.713572067,3.433987204
1,0,1,0,0,0,44,1,0,0,0,5,0,1,18,23,32,22,13,33,26,6,13,15,10,18,6,6,0,1,3.784189634,1.791759469,3.258096538
1,0,0,0,1,0,28,1,0,0,1,0,1,0,32,29,27,24,20,23,21,18,12,9,12,13,14,12,1,0,3.33220451,0,3.044522438
1,1,0,0,0,0,53,0,0,0,1,5,0,0,12,10,16,12,31,17,17,12,18,20,2,13,3,6,1,0,3.970291914,1.791759469,2.833213344
1,1,0,0,0,1,37,0,0,0,0,20,0,1,38,22,30,16,29,42,15,12,18,15,6,13,6,14,1,0,3.610917913,3.044522438,2.708050201
1,0,1,0,0,0,37,1,1,0,1,0,1,1,39,23,37,29,25,28,26,14,9,13,9,15,15,18,1,0,3.610917913,0,3.258096538
1,1,0,0,0,1,50,1,0,0,0,0,0,1,42,9,29,24,17,34,24,7,18,15,6,14,8,10,0,0,3.912023005,0,3.17805383
0,1,0,0,0,1,37,1,0,0,1,15,1,1,19,27,26,26,22,14,20,21,18,20,10,20,13,20,1,1,3.610917913,2.772588722,2.995732274
0,1,0,0,0,0,48,0,0,0,1,0,1,0,41,23,32,18,35,19,15,24,20,10,8,15,12,24,1,1,3.871201011,0,2.708050201
1,0,1,0,0,0,37,0,0,0,1,5,0,1,32,24,25,23,19,12,19,13,14,9,6,15,8,18,0,0,3.610917913,1.791759469,2.944438979
0,1,0,0,0,0,38,1,1,1,0,5,0,0,11,23,33,13,23,45,20,7,17,13,6,18,6,9,1,0,3.63758616,1.791759469,2.995732274
1,1,0,0,0,1,71,0,1,1,0,5,0,1,26,16,18,19,30,23,16,6,22,14,7,19,6,7,0,0,4.262679877,1.791759469,2.772588722
1,1,0,0,0,1,39,1,1,1,1,0,1,1,28,9,39,13,15,12,13,24,13,13,12,17,15,24,0,1,3.663561646,0,2.564949357
1,0,0,0,1,0,51,1,0,1,1,60,1,1,23,17,33,24,29,12,14,23,19,23,12,24,15,23,0,0,3.931825633,4.110873864,2.63905733
0,1,0,0,0,0,34,1,0,0,1,15,1,0,21,12,33,31,24,9,22,24,11,16,7,15,8,24,1,0,3.526360525,2.772588722,3.091042453
0,1,0,0,0,1,62,0,1,1,1,20,0,1,11,13,18,11,38,9,13,18,23,22,10,22,8,17,0,1,4.127134385,3.044522438,2.564949357
0,1,0,0,0,1,53,1,0,0,0,0,1,1,28,16,35,19,32,18,15,9,22,13,9,20,8,8,0,0,3.970291914,0,2.708050201
1,1,0,0,0,0,38,0,0,0,0,5,0,1,15,20,27,16,22,27,40,7,13,17,3,19,4,7,0,0,3.63758616,1.791759469,3.688879454
0,1,0,0,0,1,48,1,0,1,1,5,1,1,39,17,37,17,31,17,16,18,18,20,11,17,15,24,1,1,3.871201011,1.791759469,2.772588722
1,0,1,0,0,0,29,1,0,0,1,5,1,1,18,15,21,21,28,18,13,14,14,16,6,9,6,15,0,0,3.36729583,1.791759469,2.564949357
0,0,1,0,0,0,30,0,1,0,1,5,1,0,36,28,20,24,24,23,25,15,14,10,1,10,4,15,1,1,3.401197382,1.791759469,3.218875825
0,0,0,1,0,0,26,1,1,1,1,5,0,1,22,18,18,21,23,30,18,21,15,16,9,17,5,21,0,0,3.258096538,1.791759469,2.890371758
1,1,0,0,0,0,66,0,0,0,0,10,0,0,16,22,20,14,29,19,18,11,19,20,8,19,7,18,1,0,4.189654742,2.397895273,2.890371758
0,0,0,0,1,1,60,1,0,0,1,0,1,1,20,12,17,13,32,17,14,12,18,15,11,21,14,12,0,1,4.094344562,0,2.63905733
0,1,0,0,0,0,47,0,0,0,1,60,0,0,32,26,23,25,27,28,21,14,15,10,4,14,4,15,1,0,3.850147602,4.110873864,3.044522438
0,0,1,0,0,0,34,0,0,0,0,5,1,0,20,19,32,12,30,15,13,16,16,12,7,11,7,16,1,0,3.526360525,1.791759469,2.564949357
1,1,0,0,0,1,58,1,1,0,0,20,0,1,19,18,22,18,30,13,17,7,17,12,4,15,5,7,0,1,4.060443011,3.044522438,2.833213344
1,1,0,0,0,1,53,0,0,0,0,60,0,0,28,18,18,29,16,17,25,6,18,16,11,22,7,6,0,0,3.970291914,4.110873864,3.218875825
0,1,1,0,0,1,31,0,0,0,1,35,0,0,14,15,20,12,38,9,13,13,24,12,2,15,3,12,1,0,3.433987204,3.583518938,2.564949357
1,1,0,0,0,0,59,1,0,1,0,5,0,0,17,16,22,20,22,26,18,22,18,17,9,20,13,22,0,1,4.077537444,1.791759469,2.890371758
1,1,0,0,0,1,28,1,0,0,0,0,0,0,42,26,40,21,8,31,31,8,12,10,7,11,11,12,1,0,3.33220451,0,3.433987204
1,1,0,0,0,1,42,1,0,0,0,15,0,1,28,10,21,10,40,14,13,22,22,6,7,8,9,20,0,0,3.737669618,2.772588722,2.564949357
1,1,0,0,0,1,37,1,0,0,0,0,0,1,27,12,25,17,34,29,13,16,22,9,8,11,4,16,0,0,3.610917913,0,2.564949357
1,1,0,0,0,1,57,0,0,0,0,50,0,1,21,13,18,28,24,16,17,14,18,20,8,20,12,20,1,0,4.043051268,3.931825633,2.833213344
1,1,0,0,0,0,63,0,0,0,0,10,0,0,29,18,30,32,16,18,30,6,11,21,9,24,7,6,0,0,4.143134726,2.397895273,3.401197382
0,1,0,0,0,0,31,0,1,0,0,0,0,0,27,24,33,25,14,19,39,6,6,12,10,14,11,6,1,0,3.433987204,0,3.663561646
1,0,1,0,0,0,54,0,0,0,0,0,0,1,21,17,39,20,15,30,28,6,16,16,4,19,8,15,1,0,3.988984047,0,3.33220451
0,1,0,0,0,0,38,1,1,1,1,5,1,1,24,15,28,13,32,20,14,19,18,23,11,23,10,21,0,1,3.63758616,1.791759469,2.63905733
0,0,1,0,0,0,29,1,1,1,1,5,0,1,25,26,21,17,31,11,14,16,17,7,10,12,13,18,1,1,3.36729583,1.791759469,2.63905733
1,1,0,1,0,0,34,0,0,0,0,5,0,0,27,27,29,27,13,23,27,14,15,14,10,20,12,13,0,0,3.526360525,1.791759469,3.295836866
1,0,0,1,0,0,33,0,0,0,0,0,0,0,32,26,25,23,22,22,15,6,14,10,3,9,4,6,0,0,3.496507561,0,2.708050201
1,1,0,0,0,1,38,0,0,0,1,5,1,1,28,12,11,16,38,9,13,18,22,10,12,18,10,18,0,1,3.63758616,1.791759469,2.564949357
0,0,0,0,1,0,69,1,0,0,0,60,0,1,18,17,33,20,28,45,18,6,18,21,11,22,6,6,0,0,4.234106505,4.110873864,2.890371758
1,1,0,0,0,1,46,1,0,0,0,60,0,1,22,9,28,9,40,19,13,6,15,15,4,17,5,6,0,0,3.828641396,4.110873864,2.564949357
1,1,0,0,0,0,47,0,0,0,0,5,0,0,15,20,22,16,32,17,17,14,17,13,7,18,6,15,0,0,3.850147602,1.791759469,2.833213344
1,1,0,0,0,1,29,0,0,0,0,5,0,0,17,35,21,31,9,38,28,17,16,13,3,15,7,13,1,0,3.36729583,1.791759469,3.33220451
1,1,0,0,0,0,63,1,0,1,1,10,1,1,20,14,25,13,36,10,13,24,18,20,11,21,15,24,0,1,4.143134726,2.397895273,2.564949357
0,0,0,0,1,0,40,1,0,0,1,5,1,1,33,15,35,20,26,16,16,12,18,11,12,17,14,19,1,0,3.688879454,1.791759469,2.772588722
0,1,0,0,0,0,45,1,0,0,0,5,0,1,23,26,17,32,28,18,17,10,18,22,8,23,13,10,0,0,3.80666249,1.791759469,2.833213344
1,1,0,0,0,0,62,0,0,1,1,5,1,0,18,21,23,24,23,24,19,14,18,18,9,16,6,14,0,1,4.127134385,1.791759469,2.944438979
1,1,0,0,0,1,47,1,1,1,1,10,0,1,21,9,11,15,35,24,13,16,18,22,11,23,13,16,0,0,3.850147602,2.397895273,2.564949357
0,1,0,0,0,0,58,1,0,0,1,5,1,0,20,9,26,18,37,9,14,19,18,20,12,18,13,18,0,1,4.060443011,1.791759469,2.63905733
1,1,0,0,0,0,36,1,1,1,1,15,0,1,21,22,16,21,26,23,14,13,18,15,5,16,8,15,1,0,3.583518938,2.772588722,2.63905733
1,0,1,0,0,0,34,0,1,1,0,5,0,1,23,22,24,22,25,22,17,6,18,10,9,14,7,15,1,0,3.526360525,1.791759469,2.833213344
0,1,0,0,0,0,39,0,0,0,0,60,0,1,13,23,27,16,29,17,18,13,18,13,5,16,4,14,0,0,3.663561646,4.110873864,2.890371758
1,1,0,0,0,0,38,0,0,0,0,15,0,0,18,27,33,21,21,19,38,12,20,13,4,15,8,12,1,0,3.63758616,2.772588722,3.63758616
0,1,0,0,0,0,30,1,1,1,0,10,0,1,22,24,25,20,26,26,19,12,17,15,2,19,6,6,1,0,3.401197382,2.397895273,2.944438979
0,1,0,0,0,0,31,1,1,1,0,10,0,1,29,14,25,12,27,17,13,18,20,21,10,22,12,18,1,0,3.433987204,2.397895273,2.564949357
0,1,0,0,0,0,32,1,0,1,0,5,0,1,28,31,28,19,19,19,26,14,12,9,6,14,8,14,0,0,3.465735903,1.791759469,3.258096538
1,1,0,0,0,1,41,0,1,0,1,20,0,1,15,12,25,17,21,27,27,6,22,15,4,18,6,6,0,0,3.713572067,3.044522438,3.295836866
0,0,0,0,1,0,30,0,1,0,0,5,0,0,22,23,28,32,18,26,24,8,12,12,5,16,6,8,0,0,3.401197382,1.791759469,3.17805383
0,1,0,1,0,1,55,1,0,0,1,5,1,1,14,10,23,13,36,17,13,19,19,23,4,20,9,18,1,0,4.007333185,1.791759469,2.564949357
1,0,0,0,0,0,29,1,1,1,0,5,0,1,15,9,16,19,31,35,17,15,22,19,5,23,5,20,0,0,3.36729583,1.791759469,2.833213344
1,1,0,0,0,1,55,1,0,1,1,20,0,1,21,25,28,18,21,9,13,24,22,19,12,22,15,24,0,1,4.007333185,3.044522438,2.564949357
1,1,0,0,0,1,46,1,0,0,1,10,0,0,22,26,20,25,21,40,38,22,21,20,3,7,3,21,0,0,3.828641396,2.397895273,3.63758616
0,1,0,0,0,0,39,1,1,1,0,10,0,1,27,21,22,11,29,28,19,14,16,13,10,12,14,18,1,0,3.663561646,2.397895273,2.944438979
1,1,0,0,0,1,62,0,0,0,0,25,0,1,18,14,37,23,21,23,26,6,17,12,1,16,5,12,1,0,4.127134385,3.258096538,3.258096538
1,0,1,0,0,0,31,1,1,0,0,30,0,0,24,10,27,9,29,27,13,13,21,7,8,11,10,7,1,0,3.433987204,3.433987204,2.564949357
0,1,0,0,0,1,37,1,0,0,1,5,1,1,26,21,40,22,13,17,30,23,7,18,12,20,15,24,1,1,3.610917913,1.791759469,3.401197382
1,1,0,0,0,1,55,0,0,0,0,25,0,1,12,29,18,25,34,12,18,12,19,16,2,17,4,15,1,0,4.007333185,3.258096538,2.890371758
0,1,0,0,0,1,62,1,0,0,0,10,0,1,11,9,30,15,39,14,14,16,23,23,10,22,9,17,0,0,4.127134385,2.397895273,2.63905733
1,0,0,1,0,0,30,1,1,1,0,20,0,0,22,15,36,20,12,35,29,7,15,17,6,16,5,12,1,0,3.401197382,3.044522438,3.36729583
1,1,0,0,0,0,62,1,0,0,0,60,0,1,15,16,24,18,22,24,25,15,18,21,7,20,9,15,1,0,4.127134385,4.110873864,3.218875825
1,1,0,0,0,0,40,1,1,1,1,50,0,1,23,13,17,14,30,20,13,18,7,15,10,14,8,18,1,0,3.688879454,3.931825633,2.564949357
1,1,0,0,0,0,43,1,1,1,0,45,0,1,17,9,8,11,38,20,19,24,24,16,10,23,12,24,0,0,3.761200116,3.828641396,2.944438979
0,1,0,0,0,1,71,1,0,0,0,60,0,1,19,9,35,30,28,14,24,17,23,22,7,23,11,17,0,0,4.262679877,4.110873864,3.17805383
0,0,0,0,1,0,46,1,0,0,1,5,0,1,31,26,30,30,17,26,20,14,14,14,12,15,14,24,1,0,3.828641396,1.791759469,2.995732274
0,1,0,0,0,1,41,1,0,0,0,5,1,1,27,9,25,9,40,12,14,15,22,17,9,12,6,15,0,0,3.713572067,1.791759469,2.63905733
1,0,1,0,0,0,44,1,0,0,1,5,0,1,13,22,31,23,26,17,17,13,19,11,8,14,10,20,1,0,3.784189634,1.791759469,2.833213344
1,1,0,0,0,1,56,0,0,0,0,0,0,1,30,9,15,11,34,43,13,6,18,15,6,16,9,6,0,0,4.025351691,0,2.564949357
0,0,1,0,0,0,39,0,1,0,0,0,0,1,23,23,32,15,35,23,25,13,17,12,8,14,4,15,0,0,3.663561646,0,3.218875825
1,1,0,0,0,0,59,0,0,1,0,20,0,1,19,17,26,18,32,17,14,18,22,19,11,23,10,18,1,0,4.077537444,3.044522438,2.63905733
1,1,0,0,0,0,71,1,0,0,1,5,0,0,24,14,22,9,39,14,13,13,21,22,12,24,13,13,0,1,4.262679877,1.791759469,2.564949357
0,1,0,0,0,1,44,0,0,0,1,10,1,0,21,9,14,10,40,11,13,17,23,16,6,16,8,19,1,0,3.784189634,2.397895273,2.564949357
0,1,0,0,0,1,44,0,0,0,0,10,0,1,11,9,8,13,39,9,14,12,24,14,3,23,6,18,1,0,3.784189634,2.397895273,2.63905733
0,1,0,0,0,0,62,1,1,1,1,5,0,0,13,16,22,14,22,17,16,8,18,19,9,17,7,18,1,0,4.127134385,1.791759469,2.772588722
0,1,0,0,0,0,30,0,1,0,1,0,1,1,24,20,25,17,30,13,13,6,16,13,11,18,14,6,0,0,3.401197382,0,2.564949357
0,1,0,0,0,1,42,1,1,0,1,0,1,1,20,21,25,25,15,23,24,23,15,16,11,19,13,24,0,0,3.737669618,0,3.17805383
0,1,0,0,0,0,33,0,0,0,0,5,0,1,22,18,38,22,35,9,13,8,18,18,6,22,8,8,0,1,3.496507561,1.791759469,2.564949357
0,1,0,0,0,1,59,1,0,0,1,25,1,1,21,11,19,24,29,15,27,24,20,21,11,17,12,24,1,1,4.077537444,3.258096538,3.295836866
1,0,0,0,1,0,26,1,1,1,1,5,1,1,16,17,18,12,22,19,16,23,19,16,11,22,14,24,1,0,3.258096538,1.791759469,2.772588722
1,1,0,0,0,1,44,1,0,0,1,10,1,1,33,12,33,15,27,20,15,20,17,20,12,19,15,23,1,1,3.784189634,2.397895273,2.708050201
1,1,0,0,0,1,39,0,0,0,1,0,1,1,37,9,29,12,25,14,13,15,19,22,10,21,12,18,1,0,3.663561646,0,2.564949357
1,1,0,0,0,1,47,0,0,0,0,10,0,1,14,22,32,17,15,35,14,9,16,19,5,20,5,10,0,0,3.850147602,2.397895273,2.63905733
1,0,0,0,1,0,21,0,1,1,1,15,0,1,31,18,39,24,8,27,38,20,6,20,11,24,13,24,1,0,3.044522438,2.772588722,3.63758616
1,1,0,0,0,0,77,1,0,1,1,20,0,1,16,11,35,9,38,10,13,12,19,22,11,23,9,14,0,0,4.343805422,3.044522438,2.564949357
1,0,0,1,0,0,27,1,0,0,0,15,0,1,29,18,13,24,26,17,15,11,17,14,9,19,14,18,1,1,3.295836866,2.772588722,2.708050201
0,1,0,0,0,1,69,1,0,0,0,15,0,1,23,16,23,18,31,13,13,15,18,21,12,21,9,22,1,0,4.234106505,2.772588722,2.564949357
0,1,0,0,0,0,59,1,0,0,1,15,0,1,29,23,32,23,20,13,18,18,10,22,11,24,15,19,1,0,4.077537444,2.772588722,2.890371758
0,1,0,0,0,0,51,0,0,0,0,0,0,0,19,34,31,41,8,38,27,6,11,21,8,24,6,6,0,0,3.931825633,0,3.295836866
1,1,0,0,0,0,28,0,0,0,0,5,0,0,19,30,27,24,17,19,21,9,18,19,10,23,5,9,0,0,3.33220451,1.791759469,3.044522438
